,Region/Group,Country Code,Year,Continent,Population,CO2,Per Capita CO2,Cumulative CO2,Emissions Category,CO2 Log,Pop Log,Pop Outliers,Pop Category
405,European Union (27),EU-27,1981,Europe,408606101.0,3864.92,9.458791708056264e-06,4192377.687,Moderate,8.259954966331199,19.82826217415699,not outlier,100M-1B
406,European Union (27),EU-27,1982,Europe,410027893.0,3772.963,9.201722771577396e-06,4192377.687,Moderate,8.235880921958868,19.83173574949475,not outlier,100M-1B
407,European Union (27),EU-27,1983,Europe,411187478.0,3730.056,9.071424105964628e-06,4192377.687,Moderate,8.224446582489382,19.8345598217389,not outlier,100M-1B
408,European Union (27),EU-27,1984,Europe,412217994.0,3765.173,9.13393654523485e-06,4192377.687,Moderate,8.233814645496052,19.837062881459975,not outlier,100M-1B
409,European Union (27),EU-27,1985,Europe,413267716.0,3823.162,9.251054103630974e-06,4192377.687,Moderate,8.249094637290698,19.839606166099713,not outlier,100M-1B
410,European Union (27),EU-27,1986,Europe,414423599.0,3808.468,9.18979519793225e-06,4192377.687,Moderate,8.245244825825283,19.84239919709492,not outlier,100M-1B
411,European Union (27),EU-27,1987,Europe,415621390.0,3841.071,9.241754857708359e-06,4192377.687,Moderate,8.253766823116104,19.84528528602842,not outlier,100M-1B
412,European Union (27),EU-27,1988,Europe,416955489.0,3802.716,9.120196520545147e-06,4192377.687,Moderate,8.243733762623746,19.848490035456994,not outlier,100M-1B
413,European Union (27),EU-27,1989,Europe,418482238.0,3839.695,9.17528786490575e-06,4192377.687,Moderate,8.253408618788468,19.852145007327746,not outlier,100M-1B
414,European Union (27),EU-27,1990,Europe,419997513.0,3870.108,9.2145974207233e-06,4192377.687,Moderate,8.26129604995596,19.85575935017655,not outlier,100M-1B
415,European Union (27),EU-27,1991,Europe,421419170.0,3804.398,9.027586476429158e-06,4192377.687,Moderate,8.244175864037233,19.859138551892347,not outlier,100M-1B
416,European Union (27),EU-27,1992,Europe,422863645.0,3677.507,8.696673368551227e-06,4192377.687,Moderate,8.21026224232008,19.862560335162865,not outlier,100M-1B
417,European Union (27),EU-27,1993,Europe,424104728.0,3607.869,8.507023765130013e-06,4192377.687,Moderate,8.191149705840465,19.865490985054663,not outlier,100M-1B
418,European Union (27),EU-27,1994,Europe,425189035.0,3589.193,8.441405362205543e-06,4192377.687,Moderate,8.185961240482966,19.868044418586916,not outlier,100M-1B
419,European Union (27),EU-27,1995,Europe,425847862.0,3635.528,8.537152171965114e-06,4192377.687,Moderate,8.198784659276214,19.869592711339877,not outlier,100M-1B
420,European Union (27),EU-27,1996,Europe,426181942.0,3720.306,8.729384409253079e-06,4192377.687,Moderate,8.221829960923507,19.870376909298137,not outlier,100M-1B
421,European Union (27),EU-27,1997,Europe,426651678.0,3653.909,8.564150074665826e-06,4192377.687,Moderate,8.203826474473113,19.871478498249097,not outlier,100M-1B
422,European Union (27),EU-27,1998,Europe,426655462.0,3644.299,8.541550090363075e-06,4192377.687,Moderate,8.201193671256794,19.871487367271314,not outlier,100M-1B
423,European Union (27),EU-27,1999,Europe,426830674.0,3588.961,8.408395222317128e-06,4192377.687,Moderate,8.185896617913567,19.871897946880427,not outlier,100M-1B
424,European Union (27),EU-27,2000,Europe,427627366.0,3600.211,8.419037896653228e-06,4192377.687,Moderate,8.189025456767032,19.873762736470344,not outlier,100M-1B
425,European Union (27),EU-27,2001,Europe,428578322.0,3656.921,8.532678421378485e-06,4192377.687,Moderate,8.204650232216784,19.87598406342981,not outlier,100M-1B
426,European Union (27),EU-27,2002,Europe,429890526.0,3657.654,8.50833823679101e-06,4192377.687,Moderate,8.204850599192438,19.87904114586667,not outlier,100M-1B
427,European Union (27),EU-27,2003,Europe,431461842.0,3736.442,8.6599593203424e-06,4192377.687,Moderate,8.226156699183882,19.88268963584074,not outlier,100M-1B
428,European Union (27),EU-27,2004,Europe,433058606.0,3743.81,8.645042375627099e-06,4192377.687,Moderate,8.228126160351875,19.8863836278469,not outlier,100M-1B
429,European Union (27),EU-27,2005,Europe,434557142.0,3735.484,8.596070893709992e-06,4192377.687,Moderate,8.225900341279015,19.889838008406812,not outlier,100M-1B
430,European Union (27),EU-27,2006,Europe,435683165.0,3752.487,8.61288041735558e-06,4192377.687,Moderate,8.230440553572931,19.892425853664644,not outlier,100M-1B
431,European Union (27),EU-27,2007,Europe,436994510.0,3702.452,8.472536645826512e-06,4192377.687,Moderate,8.217020636656514,19.895431192340247,not outlier,100M-1B
432,European Union (27),EU-27,2008,Europe,438548226.0,3625.925,8.268018851819504e-06,4192377.687,Moderate,8.19614046082262,19.898980345484947,not outlier,100M-1B
433,European Union (27),EU-27,2009,Europe,439690819.0,3330.551,7.574756751971207e-06,4192377.687,Moderate,8.11119324030505,19.901582356061816,not outlier,100M-1B
434,European Union (27),EU-27,2010,Europe,440608967.0,3424.056,7.771190003947423e-06,4192377.687,Moderate,8.138873100927624,19.903668346188017,not outlier,100M-1B
435,European Union (27),EU-27,2011,Europe,441440623.0,3326.834,7.536311401046568e-06,4192377.687,Moderate,8.110076920889368,19.905554081987887,not outlier,100M-1B
436,European Union (27),EU-27,2012,Europe,441999258.0,3257.576,7.370093820383744e-06,4192377.687,Moderate,8.089045569115605,19.90681876356998,not outlier,100M-1B
437,European Union (27),EU-27,2013,Europe,442399419.0,3175.11,7.177021179587038e-06,4192377.687,Moderate,8.063412456527962,19.9077236971408,not outlier,100M-1B
438,European Union (27),EU-27,2014,Europe,442964756.0,3038.41,6.859259024210043e-06,4192377.687,Moderate,8.019418696617143,19.90900076953998,not outlier,100M-1B
439,European Union (27),EU-27,2015,Europe,443910923.0,3094.753,6.971563076405759e-06,4192377.687,Moderate,8.037786451165239,19.911134478647668,not outlier,100M-1B
440,European Union (27),EU-27,2016,Europe,444911497.0,3093.282,6.952578256254862e-06,4192377.687,Moderate,8.037311171129604,19.91338593945221,not outlier,100M-1B
441,European Union (27),EU-27,2017,Europe,445696792.0,3117.226,6.994050789578041e-06,4192377.687,Moderate,8.04501952935149,19.915149442467968,not outlier,100M-1B
442,European Union (27),EU-27,2018,Europe,446503669.0,3049.868,6.830555293824472e-06,4192377.687,Moderate,8.023181419277293,19.91695817773193,not outlier,100M-1B
443,European Union (27),EU-27,2019,Europe,447369197.0,2904.708,6.492865444198207e-06,4192377.687,Moderate,7.974432357319726,19.918894757980617,not outlier,100M-1B
444,European Union (27),EU-27,2020,Europe,447777527.0,2627.392,5.867628100058715e-06,4192377.687,Moderate,7.874127531342319,19.91980707775225,not outlier,100M-1B
445,European Union (27),EU-27,2021,Europe,447705923.0,2801.144,6.256660580297929e-06,4192377.687,Moderate,7.93814011743939,19.9196471551987,not outlier,100M-1B
446,European Union (27),EU-27,2022,Europe,449113453.0,2740.078,6.101081990968549e-06,4192377.687,Moderate,7.916106552665503,19.922786095302406,not outlier,100M-1B
447,European Union (27),EU-27,2023,Europe,450657571.0,2510.622,5.571019242900947e-06,4192377.687,Moderate,7.828684038558177,19.926218345222072,not outlier,100M-1B
448,Europe,EU-28,1960,Europe,606404009.0,9794.845,1.6152342093107765e-05,4192377.687,Moderate,9.189713595162067,20.223057005067407,not outlier,100M-1B
449,Europe,EU-28,1961,Europe,612457729.0,10129.869999999999,1.6539704734463395e-05,4192377.687,Moderate,9.223342477069265,20.232990485756805,not outlier,100M-1B
450,Europe,EU-28,1962,Europe,618417566.0,10656.117,1.7231265064032804e-05,4192377.687,Moderate,9.273983210860138,20.242674462013827,not outlier,100M-1B
451,Europe,EU-28,1963,Europe,624200480.0,11316.802,1.813007577309136e-05,4192377.687,Moderate,9.334132163292507,20.25198215838701,not outlier,100M-1B
452,Europe,EU-28,1964,Europe,629767760.0,11875.243999999999,1.885654483170113e-05,4192377.687,Moderate,9.382295381310854,20.26086167605455,not outlier,100M-1B
453,Europe,EU-28,1965,Europe,635030906.0,12269.505000000001,1.9321114742720886e-05,4192377.687,Moderate,9.414953694152233,20.269184228113446,not outlier,100M-1B
454,Europe,EU-28,1966,Europe,640036994.0,12702.556,1.9846596554698526e-05,4192377.687,Moderate,9.449637233253998,20.277036537334865,not outlier,100M-1B
455,Europe,EU-28,1967,Europe,644732600.0,12982.697,2.0136560490349023e-05,4192377.687,Moderate,9.47144977250808,20.284346216708254,not outlier,100M-1B
456,Europe,EU-28,1968,Europe,649249404.0,13545.839,2.086384510566297e-05,4192377.687,Moderate,9.513908514960029,20.291327492064664,not outlier,100M-1B
457,Europe,EU-28,1969,Europe,653780348.0,14247.604,2.1792646480710674e-05,4192377.687,Moderate,9.564414215985641,20.298281995210445,not outlier,100M-1B
458,Europe,EU-28,1970,Europe,657646308.0,14953.817,2.2738388124578356e-05,4192377.687,Moderate,9.612788734279048,20.304177820455497,not outlier,100M-1B
459,Europe,EU-28,1971,Europe,661610573.0,15546.225,2.349754619172327e-05,4192377.687,Moderate,9.651637445090469,20.310187684012785,not outlier,100M-1B
460,Europe,EU-28,1972,Europe,666182813.0,16102.785,2.4171720863654284e-05,4192377.687,Moderate,9.686809616510187,20.317074686333164,not outlier,100M-1B
461,Europe,EU-28,1973,Europe,670465967.0,16807.492,2.506837457418625e-05,4192377.687,Moderate,9.72963951387177,20.323483503245743,not outlier,100M-1B
462,Europe,EU-28,1974,Europe,674404989.0,16881.434999999998,2.5031598631901575e-05,4192377.687,Moderate,9.734029011300906,20.329341363794178,not outlier,100M-1B
463,Europe,EU-28,1975,Europe,677939371.0,17072.338,2.5182691447492287e-05,4192377.687,Moderate,9.7452733444161,20.334568420077392,not outlier,100M-1B
464,Europe,EU-28,1976,Europe,681319207.0,17920.4,2.6302502286567712e-05,4192377.687,Moderate,9.793750808477323,20.33954148850661,not outlier,100M-1B
465,Europe,EU-28,1977,Europe,684767363.0,18127.844,2.6472996494139283e-05,4192377.687,Moderate,9.805259539995127,20.344589723945862,not outlier,100M-1B
466,Europe,EU-28,1978,Europe,688106257.0,18694.722999999998,2.7168366527438796e-05,4192377.687,Moderate,9.836050060105512,20.349453828739694,not outlier,100M-1B
467,Europe,EU-28,1979,Europe,691423810.0,19123.891,2.7658710509260593e-05,4192377.687,Moderate,9.85874595933209,20.354263523678583,not outlier,100M-1B
468,Europe,EU-28,1980,Europe,694962025.0,19171.517,2.7586423876901762e-05,4192377.687,Moderate,9.861233126325281,20.35936776318739,not outlier,100M-1B
469,Europe,EU-28,1981,Europe,698282872.0,18540.696,2.6551841300211642e-05,4192377.687,Moderate,9.827777312821652,20.36413484080776,not outlier,100M-1B
470,Europe,EU-28,1982,Europe,701148276.0,18452.724000000002,2.631786261426963e-05,4192377.687,Moderate,9.82302147191958,20.368229944742485,not outlier,100M-1B
471,Europe,EU-28,1983,Europe,703986058.0,18515.103,2.6300383068097634e-05,4192377.687,Moderate,9.826396064892224,20.372269111369427,not outlier,100M-1B
472,Europe,EU-28,1984,Europe,706830247.0,18632.941,2.6361267191215713e-05,4192377.687,Moderate,9.832739981750125,20.37630109319303,not outlier,100M-1B
473,Europe,EU-28,1985,Europe,709671971.0,19550.213,2.7548238903181933e-05,4192377.687,Moderate,9.880792609524542,20.38031340997194,not outlier,100M-1B
474,Europe,EU-28,1986,Europe,712736045.0,19607.843,2.751066560692886e-05,4192377.687,Moderate,9.88373591693985,20.38462170787337,not outlier,100M-1B
475,Europe,EU-28,1987,Europe,715923439.0,19636.498,2.7428209401033452e-05,4192377.687,Moderate,9.885196180717914,20.389083791833478,not outlier,100M-1B
476,Europe,EU-28,1988,Europe,719141825.0,19803.61,2.753783650394691e-05,4192377.687,Moderate,9.893670017865157,20.393569150753372,not outlier,100M-1B
477,Europe,EU-28,1989,Europe,722202127.0,19660.759,2.7223346851206377e-05,4192377.687,Moderate,9.886430860705987,20.39781561335549,not outlier,100M-1B
478,Europe,EU-28,1990,Europe,724928030.0,20244.702,2.7926499131231003e-05,4192377.687,Moderate,9.915697803093542,20.40158294030539,not outlier,100M-1B
479,Europe,EU-28,1991,Europe,727282708.0,19411.319,2.6690197342076776e-05,4192377.687,Moderate,9.873663143524228,20.40482583060869,not outlier,100M-1B
480,Europe,EU-28,1992,Europe,728427305.0,17612.391,2.4178652940529184e-05,4192377.687,Moderate,9.776414743997615,20.406398392759236,not outlier,100M-1B
481,Europe,EU-28,1993,Europe,728832223.0,16810.138,2.3064482427528452e-05,4192377.687,Moderate,9.729796921910198,20.40695411808075,not outlier,100M-1B
482,Europe,EU-28,1994,Europe,729729624.0,15748.979,2.1581937312168103e-05,4192377.687,Moderate,9.664594310919556,20.408184646787987,not outlier,100M-1B
483,Europe,EU-28,1995,Europe,730243556.0,15634.143,2.140949121911868e-05,4192377.687,Moderate,9.657276415996582,20.40888867618738,not outlier,100M-1B
484,Europe,EU-28,1996,Europe,730250394.0,15694.338,2.149172137249131e-05,4192377.687,Moderate,9.661119004565034,20.408898040142624,not outlier,100M-1B
485,Europe,EU-28,1997,Europe,730322947.0,15144.445,2.0736641320404794e-05,4192377.687,Moderate,9.625455105664209,20.408997388799655,not outlier,100M-1B
486,Europe,EU-28,1998,Europe,729778939.0,15074.008,2.0655581018349997e-05,4192377.687,Moderate,9.62079355227518,20.408252224329086,not outlier,100M-1B
487,Europe,EU-28,1999,Europe,729149183.0,14880.152,2.040755492418895e-05,4192377.687,Moderate,9.607850724745198,20.407388911011928,not outlier,100M-1B
488,Europe,EU-28,2000,Europe,729112155.0,14862.688,2.0384638903736286e-05,4192377.687,Moderate,9.606676470521156,20.40733812724774,not outlier,100M-1B
489,Europe,EU-28,2001,Europe,729202129.0,15185.83,2.082526832556738e-05,4192377.687,Moderate,9.628183883883462,20.40746152177384,not outlier,100M-1B
490,Europe,EU-28,2002,Europe,730108231.0,15088.6,2.0666251056139648e-05,4192377.687,Moderate,9.62176104378962,20.408703344130537,not outlier,100M-1B
491,Europe,EU-28,2003,Europe,731376242.0,15432.819,2.1101066884259006e-05,4192377.687,Moderate,9.644316419593592,20.41043858160977,not outlier,100M-1B
492,Europe,EU-28,2004,Europe,732264288.0,15513.311,2.118539884332035e-05,4192377.687,Moderate,9.649518167259584,20.41165205730897,not outlier,100M-1B
493,Europe,EU-28,2005,Europe,733082921.0,15531.030999999999,2.1185913018972104e-05,4192377.687,Moderate,9.65065968672904,20.412769380328417,not outlier,100M-1B
494,Europe,EU-28,2006,Europe,733738758.0,15837.502,2.158466051755167e-05,4192377.687,Moderate,9.670199090189255,20.413663609057373,not outlier,100M-1B
495,Europe,EU-28,2007,Europe,734969351.0,15719.24,2.1387612937345465e-05,4192377.687,Moderate,9.662704333042228,20.415339358348543,not outlier,100M-1B
496,Europe,EU-28,2008,Europe,736640719.0,15593.706,2.116867232260616e-05,4192377.687,Moderate,9.654686776667981,20.417610841468207,not outlier,100M-1B
497,Europe,EU-28,2009,Europe,738045338.0,14348.157,1.944075283895364e-05,4192377.687,Moderate,9.571446473817575,20.419515815637045,not outlier,100M-1B
498,Europe,EU-28,2010,Europe,739273391.0,14925.724999999999,2.0189723019531753e-05,4192377.687,Moderate,9.61090850947164,20.421178359077533,not outlier,100M-1B
499,Europe,EU-28,2011,Europe,740505908.0,14808.517,1.9997837748513954e-05,4192377.687,Moderate,9.603025293630768,20.422844171383705,not outlier,100M-1B
500,Europe,EU-28,2012,Europe,741624513.0,14738.107,1.9872734438593186e-05,4192377.687,Moderate,9.598259580461672,20.424353627225152,not outlier,100M-1B
501,Europe,EU-28,2013,Europe,742654890.0,14349.155999999999,1.9321432058435646e-05,4192377.687,Moderate,9.571516092208817,20.425742014293036,not outlier,100M-1B
502,Europe,EU-28,2014,Europe,743842712.0,13794.679,1.8545155820522442e-05,4192377.687,Moderate,9.532110706172235,20.427340163189637,not outlier,100M-1B
503,Europe,EU-28,2015,Europe,745456775.0,13754.689999999999,1.845135822932188e-05,4192377.687,Moderate,9.529207835677406,20.429507710608892,not outlier,100M-1B
504,Europe,EU-28,2016,Europe,747240427.0,13712.902,1.8351392007863085e-05,4192377.687,Moderate,9.526165341836569,20.431897549410948,not outlier,100M-1B
505,Europe,EU-28,2017,Europe,748683743.0,13790.555,1.841973347082548e-05,4192377.687,Moderate,9.531811727301738,20.433827214663875,not outlier,100M-1B
506,Europe,EU-28,2018,Europe,749835851.0,13801.179,1.8405600347855332e-05,4192377.687,Moderate,9.532581757231357,20.435364876540408,not outlier,100M-1B
507,Europe,EU-28,2019,Europe,750791010.0,13406.01,1.785584779444815e-05,4192377.687,Moderate,9.503532983480302,20.436637890042356,not outlier,100M-1B
508,Europe,EU-28,2020,Europe,750826495.0,12451.554,1.6583796766521938e-05,4192377.687,Moderate,9.429681021416656,20.43668515241089,not outlier,100M-1B
509,Europe,EU-28,2021,Europe,749931027.0,13110.974,1.7482906464676784e-05,4192377.687,Moderate,9.481281137505286,20.435491797599138,not outlier,100M-1B
510,Europe,EU-28,2022,Europe,748296158.0,12946.532,1.7301347683786983e-05,4192377.687,Moderate,9.46866046981459,20.43330939206935,not outlier,100M-1B
511,Europe,EU-28,2023,Europe,746948103.0,12469.041,1.6693316376224868e-05,4192377.687,Moderate,9.431084326559615,20.431506268126867,not outlier,100M-1B
512,North America,NAM,1960,North America,269079989.0,3481.1690000000003,1.293730170324929e-05,856033.354,Low,8.15541065447486,19.41051925395801,not outlier,100M-1B
513,North America,NAM,1961,North America,274662993.0,3482.011,1.2677394074708857e-05,856033.354,Low,8.155652428557971,19.431055427757016,not outlier,100M-1B
514,North America,NAM,1962,North America,280344703.0,3625.072,1.2930766878088652e-05,856033.354,Low,8.195905247708943,19.45153048968315,not outlier,100M-1B
515,North America,NAM,1963,North America,285962472.0,3758.804,1.3144396094044116e-05,856033.354,Low,8.232122107365672,19.471371146888195,not outlier,100M-1B
516,North America,NAM,1964,North America,291551205.0,3978.8729999999996,1.3647252804185802e-05,856033.354,Low,8.289005188221624,19.49072621213563,not outlier,100M-1B
517,North America,NAM,1965,North America,297056448.0,4144.081,1.3950483242834708e-05,856033.354,Low,8.329677608994865,19.50943274268017,not outlier,100M-1B
518,North America,NAM,1966,North America,302406120.0,4341.454,1.435636950733669e-05,856033.354,Low,8.376194905082757,19.527281443466915,not outlier,100M-1B
519,North America,NAM,1967,North America,307620055.0,4548.659000000001,1.4786613961173633e-05,856033.354,Low,8.42280756408153,19.544375995030702,not outlier,100M-1B
520,North America,NAM,1968,North America,312721533.0,4738.308999999999,1.5151847570406989e-05,856033.354,Low,8.463646623471382,19.56082368478358,not outlier,100M-1B
521,North America,NAM,1969,North America,317807448.0,4968.089,1.5632386941416173e-05,856033.354,Low,8.51099180249042,19.576956251062175,not outlier,100M-1B
522,North America,NAM,1970,North America,323225986.0,5385.25,1.6660943838840976e-05,856033.354,Low,8.591604688930047,19.593862286700663,not outlier,100M-1B
523,North America,NAM,1971,North America,328861429.0,5466.380999999999,1.6622140871375946e-05,856033.354,Low,8.60655498733921,19.611147034595824,not outlier,100M-1B
524,North America,NAM,1972,North America,334187762.0,5750.781,1.7208233376301793e-05,856033.354,Low,8.657264824962569,19.62721355765627,not outlier,100M-1B
525,North America,NAM,1973,North America,339231480.0,6008.804,1.771299055146651e-05,856033.354,Low,8.701147414684648,19.642193267127368,not outlier,100M-1B
526,North America,NAM,1974,North America,344226863.0,5881.1849999999995,1.7085200581803516e-05,856033.354,Low,8.679683570506453,19.65681148634287,not outlier,100M-1B
527,North America,NAM,1975,North America,349224548.0,5778.037,1.654533460803563e-05,856033.354,Low,8.661992338789062,19.67122568014603,not outlier,100M-1B
528,North America,NAM,1976,North America,354178873.0,6121.435,1.7283456091408368e-05,856033.354,Low,8.719715172191771,19.685312637265444,not outlier,100M-1B
529,North America,NAM,1977,North America,359152719.0,6292.683,1.7520911487238387e-05,856033.354,Low,8.74730171092858,19.69925825989369,not outlier,100M-1B
530,North America,NAM,1978,North America,364168538.0,6412.997,1.7609969920026426e-05,856033.354,Low,8.766237912526144,19.713127337671455,not outlier,100M-1B
531,North America,NAM,1979,North America,369229436.0,6576.415999999999,1.781119097990876e-05,856033.354,Low,8.791397242023322,19.72692878926721,not outlier,100M-1B
532,North America,NAM,1980,North America,374396442.0,6431.812,1.7179148299705262e-05,856033.354,Low,8.769167046671821,19.740825801988393,not outlier,100M-1B
533,North America,NAM,1981,North America,379564350.0,6302.383,1.660425432472781e-05,856033.354,Low,8.748841752382225,19.754534708277394,not outlier,100M-1B
534,North America,NAM,1982,North America,384744466.0,6077.451,1.579607125525231e-05,856033.354,Low,8.712505172764049,19.768089949813128,not outlier,100M-1B
535,North America,NAM,1983,North America,389995263.0,5974.829000000001,1.532026044121464e-05,856033.354,Low,8.695478111945421,19.78164515342449,not outlier,100M-1B
536,North America,NAM,1984,North America,395240034.0,6257.666,1.5832571252131814e-05,856033.354,Low,8.741722342343785,19.795003821844823,not outlier,100M-1B
537,North America,NAM,1985,North America,400471532.0,6274.321,1.5667333377394725e-05,856033.354,Low,8.744379918070079,19.808153243294797,not outlier,100M-1B
538,North America,NAM,1986,North America,405669381.0,6232.909000000001,1.536450442632741e-05,856033.354,Low,8.737758862851475,19.82104905576992,not outlier,100M-1B
539,North America,NAM,1987,North America,410877346.0,6482.676,1.5777642800486743e-05,856033.354,Low,8.777042912452224,19.833805302131918,not outlier,100M-1B
540,North America,NAM,1988,North America,416201789.0,6756.725,1.6234252659591526e-05,856033.354,Low,8.818441573933695,19.846680772731474,not outlier,100M-1B
541,North America,NAM,1989,North America,421643638.0,6899.366,1.636302644746652e-05,856033.354,Low,8.839329732656855,19.85967105789935,not outlier,100M-1B
542,North America,NAM,1990,North America,427527961.0,6856.669,1.6037942837614777e-05,856033.354,Low,8.833122867057849,19.8735302523892,not outlier,100M-1B
543,North America,NAM,1991,North America,433792302.0,6806.371,1.5690391389195285e-05,856033.354,Low,8.825761274680524,19.888076413000004,not outlier,100M-1B
544,North America,NAM,1992,North America,440060880.0,6947.481,1.578754512330203e-05,856033.354,Low,8.84627835351979,19.902423641213993,not outlier,100M-1B
545,North America,NAM,1993,North America,446185587.0,7058.75,1.5820210705282148e-05,856033.354,Low,8.86216491909544,19.916245540023766,not outlier,100M-1B
546,North America,NAM,1994,North America,452083590.0,7213.853,1.5956900802349408e-05,856033.354,Low,8.88389709678004,19.929377656538687,not outlier,100M-1B
547,North America,NAM,1995,North America,457858561.0,7272.752,1.5884276541899148e-05,856033.354,Low,8.892027530932175,19.942070877790908,not outlier,100M-1B
548,North America,NAM,1996,North America,463530240.0,7525.793,1.6235818832445536e-05,856033.354,Low,8.92622433365996,19.954382185717773,not outlier,100M-1B
549,North America,NAM,1997,North America,469106558.0,7684.338,1.6380794233108974e-05,856033.354,Low,8.94706963678822,19.96634050529431,not outlier,100M-1B
550,North America,NAM,1998,North America,474677555.0,7782.692,1.6395744686095386e-05,856033.354,Low,8.95978605473767,19.97814630201618,not outlier,100M-1B
551,North America,NAM,1999,North America,480238626.0,7902.185,1.6454705165677365e-05,856033.354,Low,8.975021121763081,19.9897936779166,not outlier,100M-1B
552,North America,NAM,2000,North America,485805119.0,8186.537,1.68514836090066e-05,856033.354,Low,9.010368399017265,20.0013181137934,not outlier,100M-1B
553,North America,NAM,2001,North America,491432288.0,8110.790000000001,1.650438971563871e-05,856033.354,Low,9.001073837921911,20.01283472407337,not outlier,100M-1B
554,North America,NAM,2002,North America,497028237.0,8175.156,1.644807154085292e-05,856033.354,Low,9.008977392496295,20.024157399348294,not outlier,100M-1B
555,North America,NAM,2003,North America,502587581.0,8338.506,1.6591150110412298e-05,856033.354,Low,9.028759260984563,20.03528047524764,not outlier,100M-1B
556,North America,NAM,2004,North America,508166865.0,8436.113,1.6601068627329723e-05,856033.354,Low,9.040395467462211,20.046320427984153,not outlier,100M-1B
557,North America,NAM,2005,North America,513798973.0,8510.443,1.656376023935727e-05,856033.354,Low,9.049166772410254,20.057342645752115,not outlier,100M-1B
558,North America,NAM,2006,North America,519545237.0,8465.277,1.6293628344821108e-05,856033.354,Low,9.04384613965735,20.068464444596827,not outlier,100M-1B
559,North America,NAM,2007,North America,525495111.0,8597.349,1.6360473808480398e-05,856033.354,Low,9.05932548706752,20.079851446620513,not outlier,100M-1B
560,North America,NAM,2008,North America,531569985.0,8347.909,1.5704251999856614e-05,856033.354,Low,9.029886150625677,20.091345423465285,not outlier,100M-1B
561,North America,NAM,2009,North America,537617445.0,7818.157999999999,1.4542232720889479e-05,856033.354,Low,8.964332155107972,20.102657798283577,not outlier,100M-1B
562,North America,NAM,2010,North America,543593306.0,8046.602999999999,1.480261605723305e-05,856033.354,Low,8.993129562096959,20.113711927803433,not outlier,100M-1B
563,North America,NAM,2011,North America,549552423.0,7985.4220000000005,1.4530773891247133e-05,856033.354,Low,8.985498128701382,20.124614730351087,not outlier,100M-1B
564,North America,NAM,2012,North America,555486379.0,7819.506,1.4076863620088875e-05,856033.354,Low,8.964504537328374,20.135354648291532,not outlier,100M-1B
565,North America,NAM,2013,North America,561345646.0,7953.7570000000005,1.4169090036907493e-05,856033.354,Low,8.981525393479428,20.145847400318644,not outlier,100M-1B
566,North America,NAM,2014,North America,567078661.0,7980.825,1.4073576646185951e-05,856033.354,Low,8.984922361038596,20.156008585755465,not outlier,100M-1B
567,North America,NAM,2015,North America,572637311.0,7831.697,1.3676539843908285e-05,856033.354,Low,8.966062174121923,20.165763110922356,not outlier,100M-1B
568,North America,NAM,2016,North America,578186325.0,7681.408,1.3285350531249594e-05,856033.354,Low,8.946688318664469,20.175406738010558,not outlier,100M-1B
569,North America,NAM,2017,North America,583669315.0,7623.678,1.3061639192048326e-05,856033.354,Low,8.939145371075725,20.184845140692218,not outlier,100M-1B
570,North America,NAM,2018,North America,589049568.0,7817.815,1.3271913646492989e-05,856033.354,Low,8.964288287529985,20.19402089596952,not outlier,100M-1B
571,North America,NAM,2019,North America,594346833.0,7724.573,1.2996742930402728e-05,856033.354,Low,8.952291273772417,20.202973602549093,not outlier,100M-1B
572,North America,NAM,2020,North America,598250660.0,6938.628,1.159819531164412e-05,856033.354,Low,8.84500344975872,20.20952038964141,not outlier,100M-1B
573,North America,NAM,2021,North America,600876352.0,7353.291,1.2237610908674935e-05,856033.354,Low,8.90303923138021,20.21389973589211,not outlier,100M-1B
574,North America,NAM,2022,North America,604356251.0,7456.015,1.2337119021542148e-05,856033.354,Low,8.91691047907456,20.21967440321499,not outlier,100M-1B
575,North America,NAM,2023,North America,608770557.0,7335.709000000001,1.2050039075723566e-05,856033.354,Low,8.900645655940249,20.22695200263274,not outlier,100M-1B
576,North America,NAM-XUSA,1960,North America,269079989.0,3481.1690000000003,1.293730170324929e-05,856033.354,Low,8.15541065447486,19.41051925395801,not outlier,100M-1B
577,North America,NAM-XUSA,1961,North America,274662993.0,3482.011,1.2677394074708857e-05,856033.354,Low,8.155652428557971,19.431055427757016,not outlier,100M-1B
578,North America,NAM-XUSA,1962,North America,280344703.0,3625.072,1.2930766878088652e-05,856033.354,Low,8.195905247708943,19.45153048968315,not outlier,100M-1B
579,North America,NAM-XUSA,1963,North America,285962472.0,3758.804,1.3144396094044116e-05,856033.354,Low,8.232122107365672,19.471371146888195,not outlier,100M-1B
580,North America,NAM-XUSA,1964,North America,291551205.0,3978.8729999999996,1.3647252804185802e-05,856033.354,Low,8.289005188221624,19.49072621213563,not outlier,100M-1B
581,North America,NAM-XUSA,1965,North America,297056448.0,4144.081,1.3950483242834708e-05,856033.354,Low,8.329677608994865,19.50943274268017,not outlier,100M-1B
582,North America,NAM-XUSA,1966,North America,302406120.0,4341.454,1.435636950733669e-05,856033.354,Low,8.376194905082757,19.527281443466915,not outlier,100M-1B
583,North America,NAM-XUSA,1967,North America,307620055.0,4548.659000000001,1.4786613961173633e-05,856033.354,Low,8.42280756408153,19.544375995030702,not outlier,100M-1B
